Daily Rainfall Total (mm),Min Temperature (deg C),Maximum Temperature (deg C),Min Wind Speed (km/h),Max Wind Speed (km/h),Sunshine Duration (hrs),Cloud Cover (%),Wet Bulb Temperature (deg F),Relative Humidity (%),Air Pressure (hPa),Daily Solar Panel Efficiency,Wind Direction_East,Wind Direction_North,Wind Direction_Northeast,Wind Direction_Northwest,Wind Direction_South,Wind Direction_Southeast,Wind Direction_Southwest,Wind Direction_West,Dew Point Category_0,Dew Point Category_1,Dew Point Category_2,Dew Point Category_3,Dew Point Category_4
6.8,23.4,25.1,7.6,26.6,6.79,36.0,55.8,98.5,1012,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.4,25.2,29.1,7.2,27.4,7.65,21.0,57.2,100.0,1009,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,26.2,29.9,7.9,27.4,7.87,15.0,57.8,100.0,1009,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2.6,26.8,31.7,7.6,30.6,7.47,38.0,58.5,100.0,1014,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5.6,27.5,32.7,6.8,28.4,7.49,27.0,59.0,100.0,1013,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.8,26.8,30.3,6.1,28.4,7.13,28.0,58.7,100.0,1016,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,26.7,31.8,6.1,31.3,7.57,25.0,58.3,100.0,1013,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.6,26.4,30.9,6.8,32.0,7.45,14.0,58.3,100.0,1014,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,27.7,33.2,8.3,31.0,7.84,23.0,58.0,97.0,1015,1,0,0,0,0,0,0,1,0,0,0,0,1,0
40.8,26.9,32.6,9.0,50.0,1.8,100.0,58.7,100.0,1009,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13.0,25.4,27.3,9.0,31.3,5.92,49.0,58.3,100.0,1014,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.6,26.9,29.9,14.8,45.0,6.05,25.0,-57.7,99.0,1004,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,27.1,30.6,13.7,40.3,6.65,26.0,57.4,100.0,1008,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,26.2,30.2,11.9,33.8,7.26,23.0,56.3,82.5,1019,2,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,27.0,31.8,11.5,38.2,6.98,27.0,57.5,89.4,1018,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2,27.3,31.7,10.4,30.2,7.75,23.0,58.1,100.0,1013,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,27.3,32.2,9.7,25.6,8.28,18.0,58.2,100.0,1010,2,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,27.6,32.1,11.9,33.8,7.45,22.0,58.1,91.5,1011,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,27.4,31.7,10.4,31.7,7.62,18.0,58.5,100.0,1010,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,27.6,31.8,13.0,33.1,7.49,11.0,58.5,98.2,1012,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,28.4,33.5,11.9,33.5,7.62,20.0,58.7,99.3,1008,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,28.1,32.3,10.1,30.6,7.79,18.0,58.7,100.0,1004,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3.2,27.8,31.7,7.9,25.6,7.91,21.0,59.1,100.0,1012,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,28.3,32.9,9.0,30.2,7.89,22.0,59.0,100.0,1016,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,28.6,33.4,12.2,33.8,7.58,20.0,59.1,100.0,1014,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.6,26.6,30.3,8.3,29.2,7.67,17.0,58.8,100.0,1010,2,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,28.4,32.8,12.2,37.8,7.12,17.0,58.8,81.6,1010,1,0,0,0,0,0,1,0,0,0,0,0,1,0
15.2,27.3,30.1,15.8,48.2,4.29,61.0,-59.0,100.0,1012,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,28.3,33.0,10.8,34.6,7.46,18.0,58.4,100.0,1017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,28.5,33.1,9.7,27.4,8.19,12.0,58.9,99.2,1010,2,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,28.7,33.6,11.5,33.1,7.67,22.0,59.0,100.0,1018,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,28.9,34.0,10.4,30.2,8.0,19.0,58.7,80.8,1012,2,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,29.0,33.4,13.7,33.5,7.61,13.0,58.8,78.5,1009,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7.0,26.7,29.9,5.8,24.1,7.5,32.0,58.8,100.0,1010,1,1,0,0,0,0,0,0,0,0,0,0,1,0
10.2,25.4,28.3,7.2,36.4,5.79,42.0,57.8,100.0,1008,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.2,26.9,33.0,5.8,25.9,8.21,22.0,57.8,97.5,1012,2,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2,26.7,30.6,6.1,27.4,7.92,15.0,58.4,97.4,1004,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,28.7,33.8,10.1,29.2,8.08,14.0,58.6,100.0,1002,2,0,1,0,0,0,0,0,0,0,0,0,1,0
3.8,28.1,33.3,9.0,32.8,7.29,25.0,58.9,100.0,1007,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1.4,28.2,32.8,11.2,28.1,7.95,23.0,58.7,100.0,1003,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,29.3,33.9,10.1,25.9,8.42,4.0,59.3,100.0,1007,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.7,33.9,11.5,35.3,7.48,18.0,59.9,96.7,1010,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.4,28.4,34.3,6.5,29.9,8.02,28.0,59.5,100.0,1003,2,0,1,0,0,0,0,0,0,0,0,0,0,1
14.0,27.5,33.5,6.1,31.0,6.47,52.0,59.2,100.0,1008,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2,27.6,32.7,6.5,29.2,7.95,11.0,58.9,99.0,1007,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7.4,27.6,32.0,5.0,35.3,6.55,29.0,59.4,100.0,1015,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,28.7,32.9,5.0,23.4,8.57,23.0,58.6,99.9,1004,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2,27.7,33.1,6.5,-32.0,7.71,15.0,59.2,100.0,1005,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4.6,29.1,33.5,10.8,44.6,6.05,28.0,60.2,100.0,1009,1,1,0,0,0,0,0,0,0,0,0,0,0,1
6.8,27.3,29.3,6.8,34.9,6.38,37.0,-59.4,100.0,1007,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,30.4,33.8,15.1,33.1,7.69,17.0,59.7,100.0,1006,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2,30.0,33.5,11.5,31.0,7.85,21.0,59.3,100.0,1010,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1.2,28.7,31.0,8.3,28.4,7.76,30.0,59.5,94.5,1009,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5.0,28.0,33.3,6.8,36.4,6.81,36.0,59.2,100.0,1002,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.2,28.5,33.1,6.8,30.2,7.79,18.0,59.7,100.0,1007,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3.0,27.9,33.4,5.4,26.6,8.0,37.0,59.5,100.0,1006,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2,27.4,30.5,4.3,20.5,8.6,18.0,59.6,100.0,1006,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,28.8,32.2,6.5,22.0,8.54,21.0,59.8,100.0,1006,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8,28.3,32.7,9.4,25.9,8.22,21.0,58.9,91.9,1002,2,0,0,1,0,0,0,0,0,0,0,0,1,0
10.0,27.8,32.0,5.4,24.1,7.41,35.0,59.7,100.0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2,27.9,30.6,5.0,19.4,8.72,18.0,59.5,94.7,1007,2,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,29.0,32.9,7.2,25.6,8.35,21.0,59.5,79.9,1011,2,1,0,0,0,0,0,0,0,0,0,0,1,0
0.4,29.7,32.5,7.9,23.0,8.53,21.0,60.0,100.0,1010,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,30.2,32.9,12.6,31.7,7.74,29.0,60.8,100.0,1008,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,30.3,33.4,11.5,28.1,8.15,11.0,60.5,83.5,1016,2,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,29.9,31.9,12.2,36.0,7.21,13.0,60.4,89.8,1014,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,29.9,32.5,9.4,30.2,7.85,21.0,59.9,97.5,1015,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6.8,27.1,29.5,5.4,33.8,6.51,37.0,59.2,100.0,1013,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,29.3,32.6,10.1,31.3,7.75,20.0,59.7,100.0,1010,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.4,29.6,32.7,11.9,34.6,7.39,15.0,60.2,93.8,1007,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21.2,27.1,30.1,6.5,-34.6,5.05,66.0,59.4,100.0,1013,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.6,27.4,31.0,7.2,37.4,6.92,16.0,59.4,100.0,1013,1,1,0,0,0,0,0,0,0,0,0,0,0,1
31.4,27.0,29.0,5.0,34.6,3.92,87.0,58.0,100.0,1010,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10.6,26.0,27.7,5.0,32.0,6.13,44.0,58.0,100.0,1008,2,0,0,0,0,0,1,0,0,1,0,0,0,0
0.0,28.1,31.5,6.8,25.6,8.21,16.0,58.6,90.9,1010,2,0,0,0,0,0,1,0,0,0,0,0,1,0
1.8,27.0,30.2,8.3,36.4,6.82,20.0,58.8,100.0,1009,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,28.9,31.7,11.5,29.2,7.87,23.0,59.3,100.0,1007,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,28.8,31.5,15.1,41.8,6.59,25.0,58.7,98.9,1013,1,0,0,1,0,0,0,0,0,0,0,0,1,0
32.4,28.4,31.2,11.9,39.6,3.54,89.0,59.3,100.0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,28.8,31.2,11.9,33.8,7.36,11.0,59.8,88.4,1010,1,0,0,1,0,0,0,0,0,0,0,0,1,0
13.8,26.9,28.5,7.2,32.8,5.81,48.0,58.6,100.0,1011,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,28.2,31.5,6.1,24.1,8.36,14.0,58.7,89.6,1013,2,0,0,0,0,0,0,0,1,0,0,0,1,0
19.2,28.5,30.7,11.5,-29.2,5.85,57.0,59.3,100.0,1010,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25.6,27.3,30.2,10.1,51.1,2.97,79.0,59.1,100.0,1009,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.0,29.0,31.8,11.9,31.7,7.63,11.0,59.4,100.0,1016,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8.0,28.2,31.1,14.0,40.0,5.93,39.0,59.9,100.0,1005,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,28.6,31.3,7.2,26.3,8.12,26.0,59.2,92.2,1009,2,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,29.5,32.3,15.8,40.3,6.82,21.0,60.0,94.4,1011,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5.2,27.7,29.7,7.6,33.8,6.69,33.0,58.8,88.9,1007,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,29.6,33.0,13.0,32.0,7.72,21.0,59.4,99.0,1007,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,27.8,32.4,6.1,33.1,7.55,11.0,59.0,100.0,1011,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4.2,26.4,27.4,9.0,24.8,7.46,21.0,58.4,100.0,1006,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,28.1,31.5,7.6,26.6,8.11,19.0,58.5,100.0,1012,2,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,28.6,31.5,11.9,34.6,7.31,20.0,59.1,100.0,1008,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2.2,28.3,31.1,12.2,40.3,6.48,29.0,59.1,100.0,1011,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,28.8,31.3,13.0,33.5,7.4,15.0,59.4,100.0,1013,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6.8,26.6,29.6,7.2,-40.0,5.9,41.0,58.8,100.0,1011,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,28.6,31.3,9.0,29.5,7.8,22.0,59.5,100.0,1006,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,29.2,32.0,11.2,32.0,7.62,15.0,59.6,100.0,1008,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,29.4,32.4,10.4,-29.2,7.94,14.0,59.6,90.1,1010,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3.0,28.2,30.6,11.5,31.3,7.25,27.0,59.3,91.1,1007,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0,29.2,32.7,14.0,43.2,6.57,24.0,59.3,100.0,1004,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31.6,27.2,29.9,6.1,32.0,4.25,81.0,59.1,100.0,1008,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,28.6,32.2,9.0,45.0,6.34,21.0,59.4,100.0,1012,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2.6,27.7,30.1,7.9,40.0,6.37,30.0,58.7,95.3,1012,1,0,0,0,0,1,0,0,0,0,0,0,1,0
27.8,26.0,27.8,4.3,35.3,4.09,85.0,57.9,100.0,1010,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,27.5,30.0,6.1,24.8,8.14,16.0,-58.2,92.4,1015,2,0,0,0,0,0,1,0,0,0,0,0,1,0
15.4,27.4,30.3,5.8,29.2,6.19,56.0,58.6,100.0,1007,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,27.6,30.8,8.6,36.4,7.06,28.0,-58.7,94.6,1009,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,29.0,32.0,11.5,33.5,7.47,19.0,58.8,100.0,1012,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,28.7,31.0,10.8,28.1,7.91,21.0,58.4,93.9,1011,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,28.7,30.6,11.9,36.0,7.08,23.0,58.1,100.0,1011,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2,27.3,31.3,7.9,34.2,7.31,24.0,58.3,100.0,1010,1,1,0,0,0,0,0,0,0,0,0,0,1,0
5.6,27.1,31.3,6.5,37.4,6.45,34.0,58.6,100.0,1013,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.0,28.7,32.5,9.7,31.7,7.7,20.0,58.6,94.0,1008,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,28.9,32.1,11.5,30.6,7.77,14.0,59.0,100.0,1010,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,29.0,32.6,11.5,32.0,7.68,18.0,59.0,100.0,1014,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0.0,28.7,32.5,10.8,34.6,7.41,26.0,58.9,90.5,1016,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,29.5,33.1,14.0,36.4,7.29,14.0,59.2,83.3,1007,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,29.7,32.6,9.4,33.1,7.57,27.0,59.3,100.0,1008,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.2,27.0,32.5,5.8,26.3,8.12,23.0,58.5,93.8,1003,2,1,0,0,0,0,0,0,0,0,0,0,1,0
58.8,26.2,31.0,5.4,44.6,0.38,100.0,58.3,100.0,1005,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.4,26.6,29.1,4.7,20.9,8.2,28.0,58.9,100.0,1007,1,0,0,0,1,0,0,0,0,0,0,0,0,1
8.2,27.4,30.8,5.0,30.2,6.86,25.0,58.8,100.0,1011,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4.6,26.9,30.1,7.6,33.1,6.86,36.0,57.9,100.0,1007,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.8,28.2,33.3,5.4,25.2,7.95,22.0,58.4,100.0,1003,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,29.1,32.6,10.4,39.6,6.92,16.0,59.5,99.5,1011,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,28.7,32.2,9.0,35.6,7.28,27.0,59.1,100.0,1012,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0.8,27.5,32.1,5.8,26.6,8.09,19.0,58.5,100.0,1003,2,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,28.6,32.8,6.8,30.6,7.84,15.0,59.1,85.8,1010,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.4,28.3,32.9,6.8,29.9,7.88,21.0,59.6,100.0,1012,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.4,27.8,32.0,6.8,30.2,7.46,34.0,-59.5,100.0,1007,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4,27.8,31.8,5.0,18.7,8.89,14.0,58.9,100.0,1006,2,0,0,0,0,0,0,0,1,0,0,0,0,1
12.0,27.7,31.6,6.1,25.2,7.06,45.0,58.7,100.0,1004,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.8,27.6,30.8,5.0,19.4,8.68,12.0,59.4,94.9,1009,2,1,0,0,0,0,0,0,0,0,0,0,1,0
20.6,26.9,31.8,5.0,-32.4,5.5,65.0,58.7,100.0,1005,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13.2,26.4,30.1,5.0,40.0,5.31,42.0,58.6,100.0,1007,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4.8,27.6,30.1,4.3,24.8,7.67,40.0,59.4,100.0,1003,1,0,0,0,0,0,0,1,0,0,0,0,0,1
14.4,27.5,31.9,5.4,29.9,6.38,46.0,59.4,100.0,1004,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,28.2,32.0,7.9,26.3,8.19,10.0,59.1,100.0,1004,2,0,1,0,0,0,0,0,0,0,0,0,0,1
5.6,28.0,31.5,6.8,31.7,7.04,25.0,59.5,100.0,1006,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.4,27.5,31.2,8.6,31.3,7.57,23.0,58.7,89.3,1009,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,28.4,31.3,6.8,25.9,8.16,26.0,59.4,100.0,1011,2,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,26.5,28.4,6.5,28.1,7.65,13.0,58.6,92.3,1006,1,1,0,0,0,0,0,0,0,0,0,0,1,0
43.8,26.3,31.6,5.8,31.7,3.23,100.0,58.3,100.0,1005,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,27.3,30.6,6.8,45.0,6.18,23.0,58.3,99.2,1010,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6,27.9,32.3,6.1,22.7,8.52,25.0,58.6,100.0,1002,2,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,27.9,31.2,6.1,26.6,8.08,25.0,58.3,92.0,1006,2,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,29.6,32.9,13.0,43.9,6.52,13.0,59.1,89.5,1013,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,28.0,31.9,7.9,28.8,7.93,25.0,59.5,100.0,1010,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,28.6,31.9,13.0,35.3,7.28,22.0,59.4,92.3,1012,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,28.9,32.6,15.5,35.3,7.35,18.0,59.1,94.9,1008,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.6,28.2,31.5,12.2,29.9,7.72,17.0,59.2,79.1,1009,2,0,0,0,0,1,0,0,0,0,0,0,1,0
5.8,27.9,32.1,11.5,37.1,6.54,28.0,58.6,100.0,1013,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.3,32.2,9.0,-27.7,8.07,7.0,58.2,90.4,1004,2,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,28.1,32.3,9.4,31.7,7.68,24.0,58.3,100.0,1014,1,0,0,0,0,0,0,0,1,0,0,0,1,0
16.2,26.9,32.6,7.9,31.7,6.09,57.0,58.2,100.0,1005,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38.2,25.8,28.4,8.6,31.7,3.47,97.0,57.8,100.0,1012,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,27.9,31.3,13.3,39.2,6.83,17.0,58.3,89.3,1009,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.6,26.8,28.4,10.4,32.0,7.2,16.0,58.3,92.5,1013,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2,27.8,31.8,13.7,38.2,6.96,22.0,58.4,89.6,1012,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,27.8,31.6,13.3,33.8,7.4,19.0,58.1,100.0,1008,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,28.4,32.9,13.7,36.0,7.31,13.0,58.9,100.0,1011,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,28.7,33.0,12.2,32.8,7.64,21.0,58.8,100.0,1012,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,28.2,32.4,11.5,35.6,7.3,16.0,-58.3,100.0,1014,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,28.7,33.8,11.9,33.8,7.62,19.0,58.6,90.6,1008,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,28.8,34.1,10.8,-37.1,7.32,18.0,58.9,100.0,1007,2,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,28.5,32.9,14.0,43.6,6.55,15.0,58.6,100.0,1011,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,28.3,33.3,10.8,32.8,7.67,28.0,58.0,94.7,1011,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,27.9,32.9,13.0,34.9,7.42,12.0,57.7,100.0,1003,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,28.2,33.3,12.6,33.5,7.6,10.0,57.8,100.0,1012,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8.6,26.8,30.5,7.2,24.8,7.33,33.0,58.1,100.0,1011,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13.4,28.0,32.4,10.4,29.9,6.53,39.0,58.4,100.0,1012,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,28.6,32.7,13.7,35.3,7.36,17.0,58.5,93.1,1014,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,28.6,33.5,12.2,32.8,7.69,14.0,-58.6,97.7,1007,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2,28.0,32.1,13.3,41.4,6.67,16.0,58.5,94.0,1012,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,27.9,33.0,12.2,33.5,7.57,10.0,57.3,100.0,1010,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,28.5,32.1,10.4,30.6,7.77,16.0,59.0,100.0,1015,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,29.2,34.0,11.2,36.7,7.35,20.0,58.7,100.0,1009,1,0,0,0,1,0,0,0,0,0,0,0,1,0
25.8,27.4,33.0,7.9,41.0,4.24,73.0,58.7,100.0,1009,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,28.7,33.6,9.7,32.4,7.74,20.0,57.2,100.0,1012,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,28.9,33.9,11.2,32.8,7.73,18.0,58.2,100.0,1008,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0,29.3,33.7,12.6,31.3,7.86,23.0,58.3,100.0,1007,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,29.0,33.5,8.3,31.3,7.84,26.0,59.4,100.0,1009,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0.8,29.6,34.1,13.3,32.4,7.71,18.0,59.5,100.0,1006,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,28.8,32.5,9.4,28.4,8.03,18.0,59.2,100.0,1006,2,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,27.6,31.4,5.4,22.3,8.53,19.0,59.3,72.1,1010,2,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,28.4,31.0,6.1,23.0,8.42,18.0,59.7,100.0,1009,2,0,0,0,0,0,0,0,1,0,0,0,0,1
31.0,26.7,31.0,5.8,31.0,4.52,84.0,58.1,100.0,1008,2,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,28.5,33.7,9.4,36.7,7.32,15.0,-59.0,100.0,1009,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,28.8,32.9,9.7,29.9,7.92,20.0,58.5,100.0,1004,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,29.3,33.4,9.0,29.5,8.01,17.0,59.1,100.0,1003,2,0,0,0,1,0,0,0,0,0,0,0,0,1
6.0,28.2,32.6,5.8,28.1,7.47,38.0,59.1,100.0,1004,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,28.5,32.0,5.8,22.7,8.55,13.0,59.1,100.0,1014,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,29.2,32.6,8.6,32.4,7.64,20.0,59.4,100.0,1004,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,28.8,32.0,10.1,40.7,6.75,29.0,59.8,99.3,1007,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2,29.1,33.4,9.0,36.7,7.27,24.0,59.6,98.3,1009,1,0,0,0,0,0,0,1,0,0,0,1,0,0
21.2,27.7,30.7,5.0,37.1,4.86,65.0,59.6,100.0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.7,33.7,10.1,34.2,7.57,15.0,60.1,100.0,1008,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,28.9,31.7,4.7,21.2,8.67,20.0,59.8,100.0,1006,2,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,29.2,33.2,5.4,25.6,8.38,15.0,59.9,100.0,1010,2,0,0,0,0,0,0,1,0,0,0,0,0,1
52.4,26.3,29.9,4.7,28.4,2.53,100.0,58.8,100.0,1007,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6.2,27.6,30.7,5.4,24.5,7.62,40.0,58.8,91.0,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,29.5,33.9,10.4,32.8,7.73,14.0,60.4,100.0,1007,1,0,0,0,0,1,0,0,0,0,0,0,0,1
