data_ref,date,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Min Temperature (deg C),Maximum Temperature (deg C),Min Wind Speed (km/h),Max Wind Speed (km/h),Sunshine Duration (hrs),Cloud Cover (%),Wet Bulb Temperature (deg F),Relative Humidity (%),Air Pressure (hPa),Dew Point Category,Wind Direction,Daily Solar Panel Efficiency
24bbc5e3-4dee-4eb2-af72-51c170e29348,13/02/2022,20.6,12.4,18.4,-,27.4,32.2,7.9,29.6,5.82,59.0,58.7,100.0,1012,Very High,S,High
5386a3ae-db2c-4d4d-9387-a3d3fde23907,14/02/2022,1.2,1.2,1.2,1.2,27.6,-,--,29.6,7.64,26.0,58.9,100.0,1007,Very High,S,Medium
432d3a47-df09-4477-9769-4283d9ea7982,15/02/2022,0,0,0,0,-,31.9,12,35.2,7.29,17.0,59.2,97.5,1007,High,S,Medium
87a417e4-fa4f-435e-ad50-c71f873fd16e,16/02/2022,--,12.6,15.2,-,26.1,28,5.7,33.3,5.45,56.0,57.7,100.0,1014,High,N,Low
2eedd4ca-88f9-454e-aa39-8a1c6f787aa7,17/02/2022,0,0,0,0,27.8,31.5,9.3,--,7.81,12.0,58.7,98.4,1014,Very Low,NW,Medium
061dc796-1ef3-4ce2-b232-07bd0ef82ea4,18/02/2022,0,0,0,0,--,--,11.8,29.6,7.89,10.0,58.9,100.0,1011,Moderate,S,Medium
3ac5884a-d22b-4b28-9839-924e7c8918e2,19/02/2022,5,4.2,4.8,4.8,27.9,31.5,8.2,-29.6,7.31,28.0,58.9,100.0,1012,Very High,SE,Low
b76928a4-353e-407f-9c47-2b362c5ea1af,20/02/2022,12.2,10.6,12,12.2,27.3,32.9,6.9,25.9,7.1,45.0,58.7,100.0,1015,High,NORTHEAST,Low
58d00894-a8a9-49f9-994d-081f5958d813,21/02/2022,0,0,0,0,28.2,32.3,11,35.2,7.33,14.0,58.7,100.0,1010,High,NORTHWEST,Medium
5740ee60-7dff-444c-b343-d28721b08252,22/02/2022,0,0,0,0,28.1,32.2,9.3,29.6,7.88,12.0,58.5,100.0,1014,High,NW,Medium
0521ec48-91e5-4e0e-a7c1-839c32933bc2,23/02/2022,0,0,0,--,27.5,31.8,9.1,31.5,7.65,21.0,58.3,96.9,1010,VERY HIGH,SE,Medium
b998fdb6-079e-48fe-b70f-17d3b13c227b,24/02/2022,17,-,7,9.2,25.6,28.4,8.6,29.6,5.8,62.0,57.099999999999994,100.0,1007,Low,W,Low
3e1417fa-04ae-4e54-a5b0-de3944d386a3,25/02/2022,25,22,25,25,27,--,8.3,-35.2,4.86,69.0,57.8,100.0,1014,High,northeast,Low
fc6c2145-cec1-48b5-a155-44f2b7f535f7,26/02/2022,0,0,--,0,26.6,29.8,7.3,24.1,8.19,11.0,58.3,90.0,1010,High,NW,High
2c340faa-cd2d-477c-b2d6-5ce94aae0881,27/02/2022,0.6,0.6,0.6,0.6,27.2,--,10.9,31.5,7.51,27.0,58.7,100.0,1010,Very High,S,Medium
9046aa2f-a492-4198-bd77-d721e94aca04,28/02/2022,0,0,0,0,28,32.4,12.5,37,7.16,17.0,58.8,99.1,1010,High,N,Medium
f420775d-da32-41c6-b13d-62259d89ef92,01/03/2022,0,-,0,0,--,32.2,10.2,35.2,7.32,28.0,58.8,92.1,1001,H,S,Medium
8a0eb22c-4191-4eee-ab5f-1c011a79f24a,02/03/2022,11.2,6.6,10.6,11.2,-,32.6,8.9,-31.5,6.61,39.0,58.599999999999994,100.0,1008,High,W,Low
52aff572-1af5-4285-b42d-bfe83438444f,03/03/2022,2.2,1,2,2,27.6,32.9,7.7,33.3,7.36,34.0,58.8,100.0,1010,Very High,NW,Medium
d9f7360d-81f1-496d-980f-462ef2ffc6b5,04/03/2022,0,0,0,0,28,--,9,37,7.17,23.0,58.9,89.9,1010,High,southeast,Medium
cb11bbf5-57df-44e2-8a3d-f7fdbc28ead4,05/03/2022,7,4.4,6.4,-,27.3,33.7,6,-27.8,7.51,27.0,58.2,100.0,1011,High,E.,Low
b1a0bec9-4051-4525-99da-e624f90adf87,06/03/2022,3.6,-,2.6,3.4,27,30.6,4.8,18.5,8.47,23.0,58.8,100.0,1014,Very High,NORTHEAST,High
99589320-3104-4c75-919c-9967c21e5fd9,07/03/2022,1.2,1,1,1.2,27.8,33,8.4,29.6,7.84,32.0,58.9,100.0,1015,Very High,SOUTH,Medium
62c1b2b2-4c0a-49c1-8cec-0f58ee71b17f,08/03/2022,0,0,0,0,28.3,32.2,7.8,-,7.88,27.0,58.9,95.5,1012,High,NE,Medium
78821761-3ec9-4d31-9bff-266d1595048c,09/03/2022,0,0,0,--,28.2,31.7,11.5,33.3,7.46,17.0,59.2,77.6,1012,Low,W,Medium
6a12a087-32a7-42d8-ad19-4f078a9bdd2c,10/03/2022,-,0.6,0.6,0.6,27.8,32.1,11.8,40.7,6.68,21.0,59.0,100.0,1013,Very High,NE,Medium
27e01937-7c5a-4bc5-8c93-924878f39d38,11/03/2022,4.4,2.4,2.4,4.4,28,32.7,8.4,25.9,7.86,29.0,59.0,100.0,1010,Very High,W,Medium
b18347a3-0c52-4453-9d71-832b4f353a30,12/03/2022,-,--,0,0,28.2,33,10,35.2,7.4,5.0,58.3,99.3,1010,High,SE,Medium
d57b5413-ef5e-4f93-809b-dc9c3e681df6,13/03/2022,0,0,0,0,28.5,33.8,8.9,25.9,8.41,10.0,-59.4,92.8,1010,Very Low,NW.,High
bd27aba0-6104-4d73-a571-a26e7056abb1,14/03/2022,0,0,0,0,-,31.8,10,27.8,8.02,11.0,-59.3,100.0,1011,Very Low,E,High
6b2c05ce-cdfd-4c4b-b55a-ffcbaeb416df,15/03/2022,29.8,11.8,22.4,-,26.7,32.3,6.3,31.5,4.72,79.0,58.599999999999994,100.0,1012,High,N,Low
7bc0f271-b3af-4706-997a-bfdebf0c5a03,16/03/2022,0.4,0.4,0.4,-,28.1,31.9,7.4,-,8.18,13.0,58.7,100.0,1013,HIGH,W,High
5a200f02-bb4d-4bff-83cd-59253250d6bb,17/03/2022,-,7.2,8,8.2,27.6,31.5,5.9,38.9,5.92,41.0,59.0,100.0,1008,Very High,SW,Low
e2fed137-31ba-46e1-91f2-6d90d214eba1,18/03/2022,0.8,-,0.8,0.8,27.9,33.5,6.6,27.8,8.11,18.0,59.2,100.0,1007,Low,NW,High
47278ca4-dc9c-4618-a1ab-ac9432543edc,19/03/2022,--,0,0,0,28.7,33,7.2,27.8,8.14,16.0,59.099999999999994,75.5,1008,High,S,High
a69915d7-4b6c-42ab-817d-c1f2e0dc3f2e,20/03/2022,0,0,0,0,28.4,31.6,8.1,33.3,7.45,13.0,58.8,100.0,1008,Low,S,Low
242e019a-931d-4fad-b174-02b852ff92b3,21/03/2022,2.6,2.4,2.6,2.6,28.6,--,6.9,37,6.96,25.0,58.4,96.5,1016,Low,SW,Medium
83746b2a-cde1-4d0b-9b14-1b3be44b0d74,22/03/2022,5,5,5,5,28.6,31.8,10.2,27.8,7.52,39.0,60.0,100.0,1013,VERY HIGH,Southward,Medium
d70cdd72-da4b-4771-8e81-f335eb2d7c38,23/03/2022,--,0.4,0.4,0.4,28.6,32.3,--,33.3,7.48,16.0,59.5,100.0,1014,Very High,S,Medium
9df8d430-80fc-4ff6-a0d0-253beef09b37,24/03/2022,23.2,22.6,23.2,23.2,28.3,34.2,7.3,25.9,6.13,64.0,-59.3,100.0,1006,Very High,N,Low
481000d0-8fc1-4a91-9e65-5fcdf0ceaf2e,25/03/2022,22.4,20.2,20.6,22.4,28.7,33.6,7.5,33.3,5.41,60.0,59.7,100.0,1018,Very High,SOUTH,Low
99dbbc22-8bcb-4a59-b608-bd293303cb33,26/03/2022,0.2,0.2,0.2,0.2,28.3,33.9,6.6,24.1,8.58,17.0,59.3,100.0,1013,Very High,NORTHEAST,High
2fdcb35e-2656-410b-8431-99b4c8371694,27/03/2022,0.2,0.2,0.2,0.2,--,33.2,-,27.8,8.14,20.0,59.0,99.9,1010,Very High,SW,High
94252d2a-a402-4b57-a527-7e31f471d9d3,28/03/2022,36.2,23,24.4,28.6,27.7,33.4,6.3,37,3.64,100.0,59.099999999999994,100.0,1007,Extreme,W,Low
dda6e839-c377-4a1a-adec-669e4333278a,29/03/2022,1.2,1.2,1.2,1.2,28.2,33,7.9,31.5,7.65,16.0,-58.9,100.0,1003,Very High,N,Low
3ee6b711-8c65-479c-a026-f91ac069f0ee,30/03/2022,0,-,0,0,--,33.7,7.3,25.9,8.4,12.0,59.7,100.0,1015,Very High,E,High
7587fe59-80cb-4464-9011-b8a11b021e8e,31/03/2022,0.8,0.8,0.8,0.8,28.2,32.8,5.8,48.2,6.0,20.0,59.5,89.8,1013,High,S,Medium
40297434-68b0-4846-ada0-19860d2bb1c4,01/04/2022,0,0,0,0,28.8,34,5.3,25.9,8.43,7.0,59.099999999999994,100.0,1006,Very High,SE,High
d0bc331e-563e-4ca8-9c6a-aa5fb7555f1b,02/04/2022,11.6,9.4,9.4,9.6,27.8,32.2,5.6,31.5,6.53,52.0,59.0,100.0,1002,Very High,SE,Medium
85b10821-c8f2-4976-b9a8-92d0c7e4aead,03/04/2022,0,0,0,0,27.4,30.8,5,24.1,8.29,19.0,58.5,100.0,1006,H,S,Low
c0c85d3c-a658-4091-a994-496336e875c2,04/04/2022,0,0,0,0,28,32.3,5.6,-,8.44,22.0,58.3,100.0,1004,High,SE,High
0ca7100d-b002-480f-9848-f4fb20dff65e,05/04/2022,0,0,0,0,28.1,30.7,--,29.6,7.73,16.0,59.0,100.0,1002,Very High,NW,Medium
876c4be2-f996-464e-9e1f-fd8ff87b6ef4,06/04/2022,11.6,8.4,10,11.2,27.6,33.3,6.3,40.7,5.72,47.0,58.5,100.0,1004,High,N,Low
5081dd18-4c64-4161-9cb6-878d47238fb3,07/04/2022,1,0.4,0.6,0.8,26.5,28.1,5,20.4,8.29,9.0,58.3,94.4,1006,High,north,High
15a6f4fa-64ea-4066-aefd-c5bdfac5d5e0,08/04/2022,0,0,0,0,27.4,32.9,-,-33.3,7.58,18.0,58.5,99.1,1007,High,N,Medium
132b12c9-4218-4327-82d4-73c7179dfbff,09/04/2022,3.2,3.2,3.2,3.2,26.7,29.4,5.8,35.2,6.72,31.0,58.3,100.0,1005,Low,SE,Medium
ff7cdb56-fe66-4c43-b55e-4e353112924f,10/04/2022,5.6,4.2,4.2,5.6,27.1,32.4,5.2,27.8,7.52,25.0,58.599999999999994,100.0,1012,High,SE.,Low
686c1bd1-0287-4730-a71f-7b4259a9dd96,11/04/2022,2.8,1.2,1.8,2.8,27.1,31.8,4.5,-,8.11,23.0,-58.9,100.0,999,Very Low,S,Medium
e02a9109-d435-451a-9e94-4288d9fb55c8,12/04/2022,0,0,0,0,28.6,32,5.3,22.2,8.6,15.0,59.2,83.1,1009,H,N,High
9052389d-4832-4285-9cef-4e96c376f893,13/04/2022,0,0,0,0,28.2,31.4,5.2,31.5,7.61,22.0,59.3,98.6,1009,Very High,EAST,Medium
805c2a7d-fd7a-4cd7-a806-ce4f6a108a9c,14/04/2022,0.6,0.6,0.6,0.6,28.8,32.5,7,27.8,8.03,11.0,59.7,97.1,1009,Very High,SE,Low
497dbff0-7bf9-4008-9ea1-5a735d7e8262,15/04/2022,35.2,26.8,33.4,35.2,28.6,32,4.5,35.2,3.78,95.0,59.599999999999994,100.0,1008,Very High,S,Low
02d8a0cc-c101-420a-ab20-1cbc5d242715,16/04/2022,--,6.6,7.6,7.8,28.8,32.1,7.6,37,6.35,42.0,59.599999999999994,100.0,1005,very high,SE,Low
9df47d47-314a-40ea-85d2-10cd26c79c00,17/04/2022,58.8,30.6,47.8,52.6,28.7,33.1,8.3,57.4,0.0,100.0,60.0,100.0,1003,Very High,NE,Low
c4476bba-d6a8-46d3-89ed-edf1d27a976c,18/04/2022,--,1.8,-,4.6,27.9,33.1,7.6,40.7,6.02,27.0,58.7,100.0,1009,high,N,High
18c6d9ea-db08-4297-b565-d70de9391b88,19/04/2022,16.4,12.2,14.6,16.2,27.8,32.9,5.4,37,5.57,55.0,59.0,100.0,1004,Very High,NE,High
c40e39e4-e904-4ed4-8e1b-f1b1e4f958aa,20/04/2022,0,0,0,0,28.6,32.7,6.8,29.6,7.93,24.0,59.5,100.0,1010,very high,W,Medium
d6f91f67-3082-44f1-9d5f-861351882fe4,21/04/2022,27.6,20.2,23.2,25.8,-,29.1,4.4,24.1,5.36,74.0,58.8,100.0,1007,Very High,N,Low
ba063e70-0983-41b3-bf24-545f99e165df,22/04/2022,0,0,0,0,28.9,33.5,9,27.8,8.19,20.0,59.5,100.0,1011,VH,southeast,Medium
01b102ab-15a6-4458-91d1-a038f0cb30d6,23/04/2022,0,0,0,0,29.4,33.4,6.9,37,7.26,11.0,-59.7,94.4,1001,High,W,Medium
fb43e79d-c0e9-4d04-8797-fbff2c79194a,24/04/2022,0,0,0,0,29.3,32.7,7.9,--,7.74,13.0,59.7,100.0,1010,Very High,SE,Medium
191cf81c-e95a-46d3-89a9-905d813c3866,25/04/2022,0.4,0.4,0.4,0.4,29,32.6,6.8,29.6,7.88,19.0,59.7,100.0,1000,Very High,SE.,High
2536cc4f-d15a-4840-ac68-4bdc18a54fd4,26/04/2022,0,0,0,0,28.7,31.1,5.6,22.2,8.51,21.0,59.8,91.0,1008,High,N,Medium
6fc22bfe-41bb-4c38-97e3-b232d894724b,27/04/2022,20.4,11,15.2,19,27.7,32.8,5.6,25.9,6.27,68.0,59.2,100.0,1010,Very High,S,Medium
d209bd51-6d40-49c4-9db8-6b349f8ba09c,28/04/2022,22.8,12.4,20.6,22.6,28.1,33,5.6,29.6,5.68,54.0,60.0,100.0,1004,Moderate,N,Low
5d62f297-05b3-4076-8676-42a4a5ee7993,29/04/2022,3.6,3.6,3.6,3.6,28.4,31.8,6.3,25.9,7.85,27.0,60.099999999999994,100.0,1006,Extreme,W,Medium
30d0ac65-d6be-4782-aa4b-75a3efae5080,30/04/2022,--,1.6,1.6,1.6,28.3,33.3,5.4,20.4,8.73,24.0,60.0,100.0,1001,Low,SE,High
bbab7852-cf3f-41cd-a1d1-aea3114ff64c,01/05/2022,--,--,-,0,28.9,32.6,5.1,24.1,8.47,4.0,60.0,100.0,998,Very High,E,High
d4cc07d5-320d-494f-960e-72fef30bf880,02/05/2022,-,2.8,2.8,3.6,28.2,30.9,7,44.4,5.91,24.0,59.4,100.0,1008,Very High,northwest,Medium
acfacfde-0635-4125-95f8-d10bbc882b0a,03/05/2022,3.8,1.4,2.4,3.8,28.6,31.6,7.6,33.3,7.07,24.0,59.5,100.0,1012,Very High,E,Medium
70e4cbad-f755-4010-bcf0-dc4fa1320308,04/05/2022,1,0.4,--,0.8,28.6,30.9,8.3,-,7.65,16.0,59.599999999999994,100.0,1009,Very High,W,High
2c19bba0-8303-40c7-96d7-1f7e59438495,05/05/2022,0,0,0,0,29.2,31.6,6.9,22.2,8.56,14.0,59.9,87.8,1001,High,NE,High
fe4c8305-4cb2-4306-b395-3cd9406266ac,06/05/2022,--,0,0,0,29.9,33.3,9,27.8,8.17,18.0,60.2,100.0,1001,VERY HIGH,SE,High
c939b61a-8774-41a8-a8bc-8d41adc2ccda,07/05/2022,1.4,0.6,-,0.8,28.2,32.1,--,40.7,6.62,19.0,60.0,100.0,1007,Very High,N,Medium
65cdef8b-9ba2-46b0-8a0e-669653a0581f,08/05/2022,1.4,0.4,0.6,0.8,28.2,30.2,--,33.3,7.17,19.0,59.7,100.0,1005,Very High,W,Medium
197ebe1e-87f6-49cb-ac86-f39a0968928d,09/05/2022,1.4,1.4,1.4,1.4,--,32.8,14.4,37,7.06,14.0,60.599999999999994,100.0,1006,Very High,SW,Medium
3ad340ae-d9c1-4deb-b531-85fe60f2b5e2,10/05/2022,0,0,0,0,30.2,33.4,12.6,-,7.26,22.0,60.599999999999994,100.0,999,Very High,SW,Medium
5215b2fc-a79c-4cd8-b6ea-fbce4b9b86e6,11/05/2022,9,3.6,-,7.4,28,30.7,4.9,29.6,6.83,36.0,59.4,100.0,1008,Very High,N,Low
3632e087-c257-419c-a616-12520a9f38a8,12/05/2022,0,0,0,-,30,34.8,6.5,33.3,7.77,14.0,59.7,78.6,1007,High,SE,Medium
aba7ec1e-4906-4b19-af7e-e7d27a0a0c87,13/05/2022,0,0,0,0,29.7,34.1,7,22.2,8.81,15.0,59.9,100.0,1010,Very High,NW,High
a991b090-4806-4f12-965f-72d72bbac4d7,14/05/2022,0,-,0,0,29.9,33.4,--,31.5,7.81,14.0,60.5,100.0,1010,Very High,southeast,Medium
d2ac6ab0-4ea3-40ad-9e7b-352c244b383f,15/05/2022,1,1,1,1,28.9,33.4,8.6,38.9,6.97,24.0,60.2,100.0,1002,Very High,SW,Medium
f2c5f989-712c-4680-a020-dd696d905fd3,16/05/2022,0,--,0,0,28.1,33.5,6.7,-33.3,7.64,18.0,59.099999999999994,97.7,1009,High,W,Medium
db3e026b-c036-40f7-a2c5-c4adfcef069f,17/05/2022,0,0,0,0,-,32.7,7.1,25.9,8.3,13.0,-59.9,100.0,1008,Very High,northwest,High
54c502fc-c14f-43af-99a4-365cd3bfb0c6,18/05/2022,0,0,0,0,30.2,33.2,9.7,29.6,7.98,18.0,60.099999999999994,100.0,1009,very high,E,Medium
1fc37f20-9f8a-4013-881e-1955c94e01e5,19/05/2022,0,0,0,0,28.7,32.9,--,29.6,7.95,14.0,59.3,87.4,1004,High Level,NW,Medium
188bb085-ff33-4f0d-8f09-e63c14c93f11,20/05/2022,0.4,--,0.4,0.4,28.4,32.5,4.6,35.2,7.31,13.0,59.599999999999994,100.0,1007,Very High,SW,Medium
c2aaa54c-f211-4481-999d-39e192ff86d1,21/05/2022,--,29,--,29.2,28.4,33,6.9,51.9,2.79,91.0,59.8,100.0,1014,Very High,NE,High
533cfcc2-b20f-464a-a277-9e15fe5dac57,22/05/2022,0,0,0,0,29.4,32.5,6.5,27.8,8.09,24.0,59.8,89.8,1002,High,N,High
86bda680-ca3c-4954-bbd4-6fe098d71510,23/05/2022,5,3,3.6,4.8,29.1,33.4,8.7,33.3,7.13,32.0,60.099999999999994,100.0,1002,Very High,E,Medium
3f609c0a-2765-4128-a09b-8689c3e8e53f,24/05/2022,0,--,0,0,29.4,33.7,-,31.5,7.84,18.0,60.0,100.0,1005,Very Low,W,Medium
79bca1bc-cac6-426c-b9bf-9fcd7c23c7f4,25/05/2022,44.6,30.8,38.8,-,28.3,34.2,-,33.3,3.25,100.0,59.8,100.0,1004,Very High,NW,Low
1c56b397-2911-4c77-ba76-a667a067e0d6,26/05/2022,0,0,0,0,28.4,32.8,5.5,24.1,8.49,18.0,59.7,92.2,1004,High,N,Low
b3196564-bf9f-48ce-9446-9749d851b6b0,27/05/2022,0,0,0,0,29.7,33.6,6.3,25.9,8.39,19.0,59.4,72.5,1009,High,SW,High
e352c9da-90b5-4e6e-9d4f-b0ed6869355a,28/05/2022,0,0,0,0,29.6,33.5,6.2,27.8,8.19,19.0,59.3,92.3,1007,High Level,S,High
60261576-1dce-46c1-ba63-ed3b6dbe2013,29/05/2022,--,0,0,0,30.7,35.4,5.8,27.8,8.38,19.0,59.0,100.0,1007,Very High,NE,High
8d87a394-5d2f-4f33-a59a-c4a00c1a589c,30/05/2022,0,0,0,0,30.1,34.5,7.9,25.9,8.48,14.0,60.2,100.0,1007,very high,SW,High
777bee81-690c-4240-b7ce-9e178ff85d5a,31/05/2022,0,0,0,--,29.9,32.7,7.5,29.6,7.93,14.0,60.0,100.0,1011,Very High,NE,Medium
961688dc-7e2e-439a-9a9d-870d3370bb51,01/06/2022,0,0,--,0,29.1,32.1,6.9,27.8,8.05,16.0,59.8,94.8,1008,High,W,High
02166b10-8ffd-462e-8832-81822c9d7fb2,02/06/2022,0,0,0,0,28.2,32.5,7.4,27.8,8.09,28.0,59.099999999999994,100.0,1011,Very High,S,High
c19ea64b-cf9c-4b55-9560-3fdd184eb41a,03/06/2022,59.4,-,55.4,58.8,27.9,-,5.2,42.6,0.49,100.0,59.3,100.0,1005,Very High,SOUTHEAST,Low
e92ee621-ffc2-46d6-9669-e0bbeee28771,04/06/2022,12.4,10.2,11.6,12.2,28.6,31.8,7.1,29.6,6.6,45.0,59.3,100.0,1011,Low,NE.,Low
3eaae39c-3dc5-4ee8-9a06-601a58bbc1c4,05/06/2022,1.6,1.2,-,1.4,27.9,31.9,5.1,33.3,7.32,22.0,59.3,100.0,1008,Very High,east,High
e226ce49-93dd-4394-abb9-12162bb0cbdc,06/06/2022,2.6,--,2.6,2.6,28.4,31.2,8,27.8,7.7,15.0,59.099999999999994,100.0,1013,Very High,NW.,High
6ce99ed2-ff01-4d83-b74d-608cc00e26b5,07/06/2022,7.2,4,5.6,6.6,27.3,29.5,3.5,-22.2,7.63,32.0,59.2,100.0,1012,Very High,NW,Low
24a2d8b4-2a88-4358-8a10-5552c25ad0c5,08/06/2022,8.6,6,8.6,8.6,28.2,33.6,6,29.6,7.16,31.0,59.0,100.0,1014,Very High,SW,Low
9583c990-b34d-458f-8667-28d07f6de725,09/06/2022,18,14.8,16.2,17.8,27.3,31.4,5.3,38.9,5.07,67.0,58.9,100.0,1006,Very High,SW,Low
8d00075d-cb8d-4e3d-a073-095aed0a61cc,10/06/2022,0,0,0,0,28.8,--,4.8,29.6,7.91,16.0,59.0,95.3,1005,High Level,NW,Medium
a6c9e37b-9f53-4780-8804-b30ea6dd1cd4,11/06/2022,39,29.6,-,39,27,32.1,5.9,29.6,3.97,99.0,58.8,100.0,1011,Very High,WEST,Low
86594db2-895c-487b-80e2-925e3f7ae078,12/06/2022,0,0,--,0,27.7,30.2,6.2,25.9,8.05,25.0,58.5,97.6,1011,High,S,Low
4fc551d8-125f-4c44-b62f-585f5c188537,13/06/2022,3.2,2.4,2.4,2.4,27.8,31.9,5.2,22.2,8.27,21.0,58.9,100.0,1011,VERY HIGH,SW,Low
da34d69b-7926-4933-a917-b44ee4b78b9e,14/06/2022,0,0,0,0,28.5,31.2,6.5,37,7.04,22.0,59.2,100.0,1003,Very High,E,Medium
8df0ef05-d0b2-489b-b6e6-c26442ddbc72,15/06/2022,0.2,0.2,--,--,28.4,-,5.6,27.8,7.97,25.0,59.4,96.1,1012,high,N,Medium
d7dafde8-ba2e-4b67-8b50-ed5459434658,16/06/2022,2.8,0.8,--,1.4,26.9,30,6.6,--,7.93,19.0,58.7,100.0,1011,High,W.,Medium
8889d2cc-2916-4ed3-868a-1f0c4fb0b37b,17/06/2022,-,0.2,0.4,1,28,30.5,6.6,22.2,8.45,13.0,58.5,89.4,1009,Very High,E,High
1e10556f-49d1-4b04-b57f-489b87582d53,18/06/2022,0,0,0,0,27.9,31.7,5.5,29.6,7.83,19.0,58.7,100.0,1005,very low,SE,High
f3e97f49-f969-449d-a2a2-0ca6790f91a2,19/06/2022,--,1.6,1.6,--,27.8,-,--,33.3,7.25,31.0,59.2,99.8,1009,Very High,SE,Medium
d0f022c7-2ed3-428d-ae1b-91ccd72f5703,20/06/2022,15.8,6.4,9.4,12.6,26.5,-,5.3,--,5.64,58.0,58.3,100.0,1006,very high,E.,Low
f24833fa-9ce7-427f-9b24-0b8bf6ec8433,21/06/2022,0,0,0,0,27.6,30,6,25.9,8.03,20.0,58.8,99.3,1010,High,W,High
9c64998c-1207-4ed3-8324-61be40b5dc63,22/06/2022,0,0,0,--,28,30.4,8.5,33.3,7.33,12.0,58.599999999999994,88.4,1013,H,E,Medium
d29f6066-d936-4af4-b3ec-41edb0ae5309,23/06/2022,10.2,6.6,8.4,8.6,27.4,31.1,6.1,35.2,6.19,44.0,58.599999999999994,100.0,1008,High,SW,Medium
c30fc77e-15c4-45e7-b452-a8c3ac51685c,24/06/2022,1.2,1.2,1.2,1.2,27.8,31.1,6.2,27.8,7.83,12.0,58.8,96.4,1013,High Level,SW.,Medium
e71d7df0-7691-4f54-a89c-e006463425c6,25/06/2022,17,--,9.4,16.8,26.8,28.7,4.9,29.6,5.83,59.0,58.4,100.0,1010,High,SE,High
838e8ec0-52f5-4d5c-a493-2673a6d5aa9d,26/06/2022,0,0,0,0,28.7,--,--,29.6,7.85,14.0,59.3,97.1,1010,HIGH,E,Medium
e2bade35-af3d-45be-9a1c-2118c5bd6e31,27/06/2022,0,0,0,0,29.1,32.4,8,37,7.16,26.0,59.599999999999994,100.0,1017,Extreme,northwest,High
3352c132-50c6-4278-976d-e1795519c9f8,28/06/2022,0,--,0,0,28.1,32,6.4,33.3,7.49,26.0,59.599999999999994,100.0,1014,Very High,N,High
8766bf2e-349a-4f6e-b286-2f669fae4a45,29/06/2022,0,0,0,0,28.8,31.8,6.6,29.6,7.84,19.0,59.0,98.0,1008,High,SE,Medium
06ab06e7-206a-4c8c-acb1-a21bf180a5e3,30/06/2022,11,--,9.8,10.6,27.2,29.6,7.3,44.4,5.04,47.0,58.2,100.0,1011,Moderate,SW,Low
32591bdb-b665-4291-8fab-ac557b7d5fdc,01/07/2022,0,0,-,0,29.1,31.8,9,31.5,7.65,27.0,59.0,87.0,1012,Extreme,E,Medium
1993b50f-d71b-4fd8-9b8c-4f343f161674,02/07/2022,3.8,3.8,3.8,3.8,28.9,31.7,9.1,44.4,5.97,30.0,58.5,95.7,1006,HIGH,SOUTHEAST,Low
d44454bb-acc7-4f14-9140-dadc3159e1a4,03/07/2022,0,0,0,--,29.2,32,7.8,29.6,7.86,23.0,59.099999999999994,100.0,1007,Very High,SE,Medium
caa83823-f35f-49db-969b-6aa2f7322761,04/07/2022,9,8.6,9,9,--,-,7.9,27.8,7.19,42.0,59.5,100.0,1005,Very High,W,Low
ee57ede7-8fa7-4519-8890-efaeed499e68,05/07/2022,6.2,2.8,3,3,27.3,30.9,7.2,38.9,6.2,38.0,58.8,100.0,1008,very high,NE,Low
606642f0-16e3-4944-924b-8556ad88ef50,06/07/2022,0,0,0,0,28.6,31.3,5.7,24.1,8.34,22.0,-59.6,100.0,1007,Extreme,E,High
23c06041-305f-4b6e-917f-734d0dc8c09c,07/07/2022,0,0,0,0,29.5,32.4,7.9,25.9,8.27,13.0,59.5,98.0,1011,Very High,N,High
7902f026-64ab-4488-bd51-76645a2b89be,08/07/2022,7,-,5.8,7,28.3,31,6.9,42.6,5.76,31.0,58.599999999999994,100.0,1009,Low,Southward,Medium
1642a587-9bf3-4cfb-82a4-2f4d7c0028df,09/07/2022,0,0,0,0,29.4,32.1,7.6,-31.5,7.68,20.0,59.2,95.3,1007,High,NORTH,Medium
63d46cc0-4520-4df6-920d-ca6ecd044a8f,10/07/2022,3.4,3.4,3.4,3.4,27.9,29.9,--,29.6,7.31,29.0,58.5,100.0,1003,High,NE,Low
d2515246-3586-400f-8475-a8b515fae252,11/07/2022,0,0,0,0,28.5,31.8,7.1,29.6,7.84,25.0,59.099999999999994,100.0,1011,Very High,N,Medium
31cde1f9-2049-49de-adac-59cbc3b45c9d,12/07/2022,0,0,0,0,--,31.4,-,27.8,7.98,12.0,59.5,100.0,1009,Very High,E,Medium
aa82d453-b19b-49e4-b0e7-c60b20dbd387,13/07/2022,0,0,0,0,28.8,31.7,-,25.9,8.2,23.0,58.9,97.6,1008,HIGH,SW,High
fce3ab13-0bdb-4b66-b3a8-a625fd0fc1ef,14/07/2022,27.8,-,27.4,27.6,-,32.3,8.8,38.9,4.18,77.0,59.8,100.0,1008,Very Low,N,Low
735cf738-cade-44b7-b599-269befa6018a,15/07/2022,0.6,0.6,0.6,--,29,32.1,10.1,29.6,7.81,15.0,60.0,93.9,1003,High,S,Medium
d2bb4d61-8328-4ae6-99eb-255500b7521a,16/07/2022,0,0,0,0,29.4,32,10,-31.5,7.67,16.0,-59.3,100.0,1012,VERY HIGH,NW,Medium
