data_ref,date,pm25_north,pm25_south,pm25_east,pm25_west,pm25_central,psi_north,psi_south,psi_east,psi_west,psi_central
3ea493e6-0f8d-4720-a5fa-6064e5925c26,02/07/2015,28,26,26,-,23,68,67,66,68,62
25bc30c2-47e9-43bf-bef3-a0874ea0d3d7,11/06/2016,14,12,11,12,12,57,56,53,57,54
cfef492a-fd84-4939-bbad-a0927e711d94,06/04/2019,9,12,--,-,12,49,-,48,53,51
3fdbd1d6-d1db-46c3-a246-5544887e3bcb,19/05/2015,22,10,10,14,10,65,-,49,-,52
4a267402-0aae-462d-8b5c-a805c31a13df,17/10/2021,20,-,17,23,21,60,49,57,63,64
0afea563-ebfc-46aa-bfe4-ddcc5ed8dd6f,16/07/2019,15,16,--,--,15,54,-,55,53,52
14f0a43c-eb86-4ece-b348-542041bb91eb,14/02/2017,12,15,12,12,14,52,57,53,51,54
cbae870d-3e34-46b0-a694-22b6901a7a68,14/06/2015,8,6,8,10,7,48,52,46,44,52
86bda680-ca3c-4954-bbd4-6fe098d71510,23/05/2022,--,12,13,17,23,57,52,45,--,63
06ebc33f-f27d-4448-8cfd-4f244fa490ab,31/10/2021,12,9,--,7,16,51,30,43,38,--
b76928a4-353e-407f-9c47-2b362c5ea1af,20/02/2022,11,10,12,9,16,42,45,50,35,54
c6a7b171-8ed7-47ea-9974-eeed2bff8ee6,21/01/2016,10,8,10,9,10,38,49,42,43,44
bbd14932-62df-4bab-aad4-84246921178e,29/07/2021,19,14,10,16,21,56,--,38,52,56
23c06041-305f-4b6e-917f-734d0dc8c09c,07/07/2022,10,5,6,6,7,52,28,43,39,32
985a0075-3f4f-4714-805a-d250b466eece,16/11/2017,23,27,25,20,24,61,64,70,57,--
ce6b458f-bd0d-4cc8-8822-d0dd06eb1105,29/08/2016,20,16,14,25,14,103,68,72,81,77
c7b422c5-211f-4ae8-9377-fac54769dd06,17/06/2015,18,20,16,22,15,59,58,56,62,56
b502ed9c-c6d2-47b5-a8cc-ae41c76ad657,17/11/2017,14,14,13,-,-,55,55,55,56,54
be09cd72-3166-4e4f-8f57-15c40785a6bb,24/02/2018,-,6,-,5,6,52,55,37,38,52
6d505a43-c43a-4192-a798-bcbc8eb2188d,31/01/2022,--,10,8,7,13,53,52,53,45,58
a07bbc4c-66f5-46f8-a08a-694ab7bde9cc,28/03/2020,10,8,11,-,14,42,-,50,45,53
ca2373cf-eda7-40bb-8a92-121836409ad7,12/12/2015,9,8,10,-,11,43,48,53,38,50
902f6fdd-2289-48bf-bcfc-8b5124d3aba1,02/06/2020,9,7,8,9,8,45,28,39,39,38
d7032498-1253-4209-ae67-e242a24aa4a4,13/06/2016,14,7,8,11,8,54,-,37,40,30
cffb9f38-7b47-4b2c-a597-17ed32a23b50,16/07/2020,9,7,6,4,8,41,31,30,23,35
3d30d584-5ff6-4c35-afde-56def29a21e6,26/03/2015,14,15,14,17,16,52,52,51,55,51
dd25dda0-7d79-478f-8b66-7052c8cad3ec,01/06/2014,8,7,--,10,-,31,-,29,38,34
d47697ea-7820-4331-8ac3-e720a30868b2,28/08/2015,25,30,29,28,26,65,67,67,69,64
23298928-5e76-4a8c-9665-8b0deb4ae5f6,08/08/2021,--,10,6,14,16,46,47,29,55,--
8071e52d-c638-49ee-a871-839962da1be9,17/05/2021,10,8,6,7,9,37,35,-,30,34
74087e98-ec37-4d17-b0f4-2b7244c166c4,06/12/2020,11,18,-,7,12,46,-,44,--,-
33143fb8-fdcd-48a7-b166-d17c7476250b,14/05/2019,19,11,12,20,12,63,54,59,61,60
d653337d-dfd6-4498-b257-90409ffe232b,27/06/2016,12,-,7,8,7,53,48,45,--,44
990ef589-5f48-46ac-9b40-a9c9bd8b1e5f,17/11/2021,18,9,18,18,22,59,31,52,57,58
991e24d4-4e42-4815-9786-40ab7715b5e7,28/06/2017,16,15,--,17,-,58,54,55,56,57
24602cfa-a73d-459c-ae00-84b17aea8466,11/06/2018,16,19,15,--,17,56,--,55,--,-
cf030c5b-442a-46b1-a2ac-a15080ee1008,22/08/2017,9,7,9,7,6,-,42,42,44,42
52aff572-1af5-4285-b42d-bfe83438444f,03/03/2022,11,7,12,7,9,49,33,46,33,44
eb9a088c-912b-4a4e-a58f-3c98805889b1,02/09/2015,34,34,31,34,27,81,78,79,80,74
c1c36483-1bc1-4e7a-b1a7-96f62edafef4,13/12/2015,5,5,6,6,5,36,33,32,28,32
d8bcc1c0-c0b7-4eeb-a1c7-65904300d234,12/12/2021,8,7,9,5,8,43,36,51,26,45
e3b3e171-d7cb-41a8-8a77-7b5faf9e188c,11/12/2016,9,6,8,12,6,45,35,46,54,34
1cafe492-cdca-48e8-991d-4a9de4d755c0,13/05/2016,-,12,10,9,13,61,53,--,54,54
7e8af811-e967-4f4d-89f2-a332f32bd651,13/01/2017,--,17,15,15,20,62,57,56,55,56
c37a1c95-85ef-4baf-a739-5c3de6d25533,15/01/2022,12,-,14,7,11,52,39,52,34,--
8914cba3-0973-44bf-bcf1-0a7f660840bd,14/12/2014,9,13,10,-,10,51,52,51,52,48
2c2d730b-d396-40fc-bdbd-8a89852df1a4,27/02/2018,13,16,14,--,13,56,57,54,51,-
9583c990-b34d-458f-8667-28d07f6de725,09/06/2022,--,8,16,13,8,48,48,58,-,49
18c6d9ea-db08-4297-b565-d70de9391b88,19/04/2022,15,12,-,9,20,55,54,58,45,58
caa7429f-4dc3-49b7-b2ae-95f05d92b328,20/09/2016,8,11,9,6,8,44,51,49,29,46
a96cd183-d0bc-4380-93c0-2bdb56ce3fef,08/08/2014,9,9,9,10,12,37,36,40,47,40
b5f4d543-ce39-4cf9-9e74-99bf991a16b1,08/09/2021,11,6,5,-,13,52,36,28,37,53
cb27c954-acd1-452c-96b3-026e259912ea,15/09/2018,19,26,21,24,21,61,65,62,64,60
cf137904-11ab-4766-be89-7c54cb0aba6d,03/01/2022,7,-,4,3,6,-,27,-,15,24
c8e46c7a-288b-406b-9ed2-368a18fd1a72,14/07/2015,11,9,8,8,7,53,52,50,55,42
7fab3569-0ecd-453b-a75d-686a2a632ad4,11/08/2017,12,10,9,8,9,42,44,39,38,32
d99ebccf-1a93-4b02-959a-2d567c0232dd,19/09/2018,18,19,16,20,16,60,59,59,63,62
60747e4c-60b7-41ec-9668-85d6332a9d7f,06/07/2019,9,9,13,9,8,37,40,52,41,35
a713b10b-133b-4ab6-823e-78d98bc04a54,27/03/2015,13,14,12,15,11,51,53,52,55,53
dc3d214b-502b-4d8c-875e-250be814a641,25/12/2017,9,9,12,8,9,37,33,42,38,29
0da4fa49-1544-4945-a9c5-bb30b8caadaa,12/03/2017,14,15,14,10,11,56,58,-,54,54
06ab06e7-206a-4c8c-acb1-a21bf180a5e3,30/06/2022,--,8,9,7,8,36,43,52,42,45
65c6fe6e-05e0-4d7c-a7b2-5bab433b6e5f,31/08/2022,7,5,6,9,5,29,29,30,36,27
4d27419d-bcab-4a2b-a507-2b5f3c80a545,23/06/2021,8,--,7,5,9,56,54,--,47,53
de869122-e6e0-4ad9-a0ed-8fb747fdcaf0,08/07/2015,21,21,20,26,21,63,61,63,67,60
99fb62e2-b025-443c-b7c7-e09c2e9eddb3,20/08/2015,39,-,26,32,-,69,69,--,77,65
c0a6e757-575c-43a4-a654-fc3158c56ce4,31/12/2019,7,8,8,9,--,--,37,36,37,36
58b38604-6ad7-4486-8e28-febe26028d54,09/09/2019,37,46,42,40,37,72,80,77,75,75
e790cd00-bd71-409f-b51c-2524e6a04725,26/06/2016,10,-,-,8,8,46,41,36,38,35
a5f11eb5-41b1-4c1c-bae5-9d536ee2e58c,13/09/2014,24,26,27,30,24,64,64,-,67,65
e3bea22c-15f3-4b15-947d-4dce20f08a16,30/07/2016,14,11,11,15,12,55,49,51,51,48
3143156e-5c00-4ffe-a35b-876fc9aae167,04/11/2015,18,17,28,16,14,59,56,62,62,-
a8c51bde-9d27-4fd8-b8d7-b2f970adb0fb,17/12/2021,10,6,6,4,7,42,28,34,27,40
1dddb786-6c04-471c-9d27-7645e1820d42,03/08/2016,16,12,11,10,14,56,--,52,51,55
2cc6627c-f0b0-49a4-ab6a-4f586126fd61,26/11/2018,-,15,16,8,14,--,54,57,36,48
b57c7094-86e3-4e41-beb2-ccc78561b1f2,24/06/2019,10,8,12,9,11,37,34,32,30,38
e5a2dedf-befe-4b07-b6dd-7a073c98b510,04/08/2020,8,9,10,4,7,48,54,50,40,42
0e0b5d11-2cfe-4a0a-a88b-d0210b61b9bf,10/03/2020,14,13,-,-,16,58,55,54,63,58
eb9a088c-912b-4a4e-a58f-3c98805889b1,02/09/2015,34,34,31,34,27,81,78,79,80,74
67dad9f3-aac9-4ef8-b2e6-23ce51a024f8,14/01/2017,15,15,18,12,13,55,58,59,51,58
f2c0694b-318a-4a70-a33b-3efcc3814e4d,13/12/2021,12,7,-,9,--,42,34,42,32,38
b80c53f4-8c13-44c6-951d-e5d59af41775,10/12/2016,9,7,9,10,7,48,43,49,40,38
dd9b9f56-7112-4b69-98d2-d75093d67c35,09/05/2016,15,20,17,16,18,59,63,59,60,62
cefa5266-ae45-487c-ada3-d72d9ebe5844,15/05/2018,11,9,7,9,9,42,--,34,40,--
21c4ac97-7c0b-4a7d-9d67-bde256840ef8,19/11/2020,13,14,12,--,12,56,-,53,42,--
e42d1c7a-abd5-4b9a-9338-f7aabfee7eb9,09/03/2021,13,15,19,9,13,44,52,60,38,45
e7b308db-0419-4cdd-b6bc-e850cf1a119f,20/10/2016,21,16,15,13,17,57,-,56,48,55
4c7e3fdf-7f2c-4fc6-8c0a-2184e8af274e,27/04/2017,12,20,17,7,10,54,62,58,35,52
dd13de28-a262-469c-986f-d69d7e408f71,03/12/2022,5,-,10,5,8,22,36,47,26,34
65c6fe6e-05e0-4d7c-a7b2-5bab433b6e5f,31/08/2022,7,5,6,9,5,29,29,30,36,27
5a1c432d-c428-4d97-8034-f202143bc5f0,09/12/2022,5,6,6,5,6,21,25,31,21,24
678f9725-0143-450d-af4b-6ca2c31f3f1b,28/04/2021,16,17,17,17,--,61,57,--,58,63
28447ca6-802d-42fb-aa07-2e2d11d92fcc,25/08/2022,8,10,13,-,9,-,40,46,45,38
3e8d1b8e-df17-49fe-907c-42409ebe8924,08/09/2017,--,5,--,9,5,53,33,33,53,27
77630b4d-fa3d-44ed-b44c-80bfe57ed055,21/08/2020,12,11,11,8,11,47,50,48,-,44
7494c501-712c-497a-b3f0-d93d963640cf,16/01/2020,18,19,23,13,22,49,53,--,48,53
606be01a-0314-4e4c-96b3-7af659d17fd8,08/06/2016,26,24,17,19,22,62,62,56,60,64
19ea77dc-0c88-4f89-a51f-ae6dea9bf1c5,13/06/2021,11,7,--,8,8,58,-,38,--,55
de9cfd6f-eafd-406c-ae6b-5fa10e24bea7,01/11/2016,14,11,10,8,-,54,52,50,38,54
606d6e87-7932-4722-a1b5-3bb01879b725,28/04/2015,-,13,18,17,16,59,61,64,-,58
9e03432e-383d-4509-b1b5-3f27310dec52,10/11/2017,10,9,11,5,8,43,42,53,36,36
6da02a85-4fb4-4bb8-aee3-45e19dab4e4a,19/11/2016,27,21,18,22,21,61,58,56,58,58
4022a00c-a8d0-47d6-aec5-850056c27184,18/06/2018,10,10,--,11,11,48,53,37,55,53
b9256898-4a95-4376-84b6-bf4502c74bca,07/01/2018,20,10,14,12,14,61,--,55,59,54
1cc10a14-8f44-434b-b1f9-e390ac3f14f9,03/10/2016,22,-,16,--,21,-,62,52,58,-
65432453-9659-4bec-98d4-5af6048ccae8,26/10/2014,--,15,21,23,16,64,62,63,67,60
cd0c4e17-3054-485b-945f-adbb37e030bd,16/12/2014,11,10,11,10,8,43,35,-,30,29
10664c3d-aecb-4129-9845-b734814e2414,05/07/2016,15,10,9,12,9,56,52,46,53,50
ecc4f7e4-ea64-40a6-8f7b-380628bab386,13/08/2022,12,-,10,12,9,52,37,43,51,42
7fac0a8f-4da7-4709-a3d2-1b2f173a2e92,04/12/2016,16,16,13,13,-,58,56,57,55,57
92ce064f-de71-4725-a508-7046006032dc,28/11/2017,10,-,12,8,7,38,29,41,-,30
f605c5b5-dc08-4c7b-82f5-7f2c8a5d993a,18/02/2018,23,29,25,21,29,61,65,61,60,65
e3a7b50c-e86c-44da-b168-23ce5842764f,24/06/2015,18,17,20,20,17,56,55,57,61,55
f688274a-b5da-456d-85d6-dd34934a2594,22/10/2016,20,10,11,8,11,75,52,53,53,55
02cb66f9-035f-4e07-a57e-57b1604ad8e7,02/04/2021,-,13,12,15,13,50,52,52,52,43
4626beb8-a6be-4868-8732-9326a3d42938,29/09/2021,--,9,16,12,20,57,37,54,50,56
1d32069a-ea92-4b60-ad1e-ade5b2ae241b,06/07/2020,12,8,8,8,8,48,33,33,36,--
7eeed6a2-cf45-4a31-960b-69f8bc4f6791,16/07/2018,22,29,25,21,23,63,69,65,60,62
f30720b2-14ca-4385-8987-c15904b3350b,26/06/2015,15,13,15,19,11,55,56,54,59,52
bbe3baeb-3b4a-4fb7-aa4c-9e81b2e79b30,04/07/2017,11,--,9,7,7,43,39,37,29,39
ddc9974b-7dfd-4765-8ef0-dcc3cc15908f,05/06/2020,--,6,5,--,5,27,28,23,23,22
30d0ac65-d6be-4782-aa4b-75a3efae5080,30/04/2022,20,14,15,11,22,61,54,--,52,60
e0506d21-2d2a-4e7b-8db7-26649ef8973e,25/04/2014,26,21,--,28,-,64,58,63,62,60
eaae061e-b964-4ff8-9d38-b424006ad2fc,20/04/2015,21,17,19,22,18,--,64,60,60,60
2cf60a8a-ae7a-432d-b7c4-42219aef2dfc,30/07/2021,19,13,--,--,22,60,53,44,57,-
0110ac6f-9616-4d03-9cbe-7f42f9f462e5,22/12/2015,15,21,28,22,22,54,57,62,62,--
9dc4d028-76bb-4b42-8556-03ccf5589a1b,17/12/2018,12,11,8,8,10,39,42,36,25,44
d0ca7d88-84c9-4bf5-bf8c-796f3be7d396,07/09/2019,25,27,24,29,27,66,71,68,70,67
ea29f33e-bc15-48df-bb7c-531b06a0d54b,22/09/2022,7,7,7,8,9,34,37,46,48,43
8c34c0e6-dce9-449c-9662-816a334742cf,15/06/2018,8,12,8,8,10,41,--,38,53,51
77ac60c5-99d7-4383-b682-7c690327ebdc,15/07/2017,21,19,18,17,-,61,58,54,57,57
7313c995-724e-4771-b466-8a1610c61065,04/12/2020,5,9,6,3,6,31,52,43,30,--
cb27c954-acd1-452c-96b3-026e259912ea,15/09/2018,19,26,21,24,21,61,65,62,64,60
f51c5086-5800-46ec-aaab-4240da5e4da5,07/03/2020,8,8,9,7,8,36,-,--,42,40
be8dec79-5f84-4a19-bbcd-a9bd492d5827,01/02/2019,10,13,10,9,9,44,52,55,40,43
374d3ea1-6d80-4f5c-a5f5-805aedeb33d0,30/07/2019,19,21,18,20,19,-,59,59,59,58
b0371088-0fad-47d7-bac9-1c9f4b00ab2a,14/10/2020,17,20,20,12,18,55,57,58,50,56
d92d93b7-a616-49de-ba14-eda5f878650e,22/09/2015,45,44,42,42,--,82,85,80,88,76
8590b0d7-341d-45c5-abf2-7740943a4444,25/05/2015,15,12,10,14,10,53,40,42,54,41
1e119a2a-e1bc-4889-9892-8c36db341f2b,13/07/2015,15,15,12,--,11,52,-,52,58,-
2fd896a1-a187-4309-ae54-f25d30816c9c,09/11/2018,11,24,--,17,21,41,54,52,35,56
e304844f-ea85-488d-bc4b-9cf59a8c7e1e,24/11/2015,16,17,27,18,22,65,58,71,64,68
7090881f-ea79-4140-87c2-8b13b210bd1d,07/02/2020,11,10,13,10,--,-,43,45,44,50
2a944e00-1ea9-4b71-a61a-994afff59ac1,08/09/2019,24,29,26,26,25,--,71,66,69,67
31f60a17-955e-4725-936d-8ea680437cca,08/05/2021,12,11,--,13,13,42,44,41,49,44
c174d8ed-a5fc-4a6d-aebe-d1bda7341e84,06/05/2017,25,14,17,11,17,65,60,57,43,55
93f6c6a1-1a68-45d6-bcd3-3e211dedccee,09/03/2017,20,23,17,15,21,56,63,57,-,59
30fc0cf2-df17-4b2a-ac42-cad9f9869d13,08/03/2015,11,9,12,13,9,45,43,51,-,41
c05507a9-1a96-4e32-aa4f-fa8896c621eb,09/06/2015,12,20,15,12,15,54,57,59,54,55
e4edd584-9dee-4efb-bfde-1f45be8ddaba,24/01/2015,17,17,19,--,18,52,53,55,55,53
a5f11eb5-41b1-4c1c-bae5-9d536ee2e58c,13/09/2014,24,26,27,30,24,64,64,-,67,65
025108f9-5658-4f76-81ae-7661d7f85a5b,29/11/2017,9,6,9,--,6,50,33,44,--,36
86bda680-ca3c-4954-bbd4-6fe098d71510,23/05/2022,--,12,13,17,23,57,52,45,--,63
e793586b-15dc-48f9-b02a-025167c29d85,31/12/2014,12,10,13,14,10,46,41,52,46,37
0c2ff174-8591-4eb4-8ee3-69a7dc41ad3f,05/01/2017,9,6,6,5,6,41,29,39,--,32
19eb96cb-7bfc-44b3-b04b-1fb8787b53d2,11/05/2019,22,21,24,16,22,58,63,63,58,59
a2c6fb58-ad4c-482d-994d-9828439927b3,09/04/2021,14,14,14,12,13,52,52,55,-,--
dda8d7d5-0a5a-407d-b3d3-a02043c91894,04/05/2016,-,9,6,12,6,--,42,29,53,34
a713b10b-133b-4ab6-823e-78d98bc04a54,27/03/2015,13,14,12,15,11,51,53,52,55,53
5f220842-0e20-475d-85e2-b6737e6a774b,29/06/2017,16,10,--,14,9,58,-,51,58,56
9cd1801d-5f89-4e32-9702-46b0d7a4a7bc,04/08/2022,7,8,9,10,7,32,29,38,39,31
ba6e7633-4afb-478a-910b-fabcdde214ea,13/07/2016,13,13,--,12,9,53,47,39,49,-
496436f7-5af8-4815-84ba-1be40e70c27f,11/03/2017,16,--,13,14,--,54,58,-,54,56
fb61faed-9130-4df3-bd54-3007d0471488,11/04/2018,16,14,12,9,12,58,55,56,53,52
49e2a3e2-a376-4c11-b8dd-890951045008,11/09/2018,22,20,16,19,18,62,62,60,58,-
0afea563-ebfc-46aa-bfe4-ddcc5ed8dd6f,16/07/2019,15,16,--,--,15,54,-,55,53,52
61c4a8b3-94c0-450b-be58-5c92d6e36729,05/10/2014,8,--,9,-,8,56,56,58,55,55
9b1ae58e-5f93-42b7-87be-f795e7d4d2ef,10/02/2015,13,14,16,15,11,56,53,55,55,49
31a95624-b7b9-4633-8794-6307e342bc98,05/11/2018,10,11,14,9,12,48,48,--,38,53
7f83506c-5edb-43f6-aab7-131492e2594a,04/04/2019,9,9,12,6,11,42,48,51,29,48
bddc90d9-b7a9-42a2-88f0-380aa7e564f9,05/03/2021,10,11,-,10,12,48,47,52,-,52
d53fbe0a-3b5e-42d2-ad68-2fa668ea0392,04/10/2017,11,7,9,9,8,61,58,53,48,53
259f121e-6f3a-4bb9-aed6-4e912f176922,16/06/2017,16,14,16,28,16,54,55,55,-,53
39ce7cb6-758e-4a24-af58-9cc724c6e763,25/07/2022,12,8,12,12,-,44,32,48,42,37
c9c6f6f1-c078-45e6-8ae8-bbc2f0517b06,03/03/2021,11,9,11,10,15,54,51,53,49,56
1dd8cd15-18f7-408a-a054-8791b976d9c3,22/01/2018,--,7,11,6,9,41,34,50,28,27
274c6e39-70be-4000-8ed2-1c964114a5ea,07/12/2016,12,11,12,8,10,53,--,56,39,57
ba6e7633-4afb-478a-910b-fabcdde214ea,13/07/2016,13,13,--,12,9,53,47,39,49,-
4939074c-da59-46a7-865f-f3ac34fb9e00,09/12/2016,8,9,9,-,7,43,43,46,52,-
dda8d7d5-0a5a-407d-b3d3-a02043c91894,04/05/2016,-,9,6,12,6,--,42,29,53,34
2d9a5c7e-b3ed-458f-a975-951cbaae1687,19/08/2015,25,26,26,28,18,60,-,60,64,--
e4e26995-1afe-404e-adfe-c6f6cc863dab,27/09/2015,45,50,51,67,42,75,71,70,78,67
2f3d71f0-1e3e-47a9-b6d1-88fa2d48c7ef,13/01/2021,11,16,--,4,9,42,54,48,22,32
7815d653-3500-4063-a575-b7d6afb80ff5,01/03/2017,6,-,5,--,-,--,43,39,36,37
d96ff3f7-6541-45d9-93a8-908d754787ff,19/11/2021,15,7,10,8,--,54,33,52,29,-
9c78e707-4b58-45f3-b74a-6fbc4ea051f4,29/02/2016,11,12,13,--,11,47,52,53,51,46
51fd56e6-9fe2-4b6d-89dd-75250ca8277e,30/03/2016,35,30,-,29,29,76,81,67,68,81
c5219e70-bd25-45a5-8bfe-94d7379acdaa,04/11/2014,30,33,30,31,29,77,80,75,82,75
41e824dc-2a97-4f1b-95a1-2e72e25f5547,26/03/2016,17,17,18,16,14,57,62,58,62,59
c9086f74-c31d-4dbf-a728-9021abb3c2dd,13/08/2017,-,7,12,5,9,51,40,48,25,42
7859b344-3063-478d-a987-45eb21137afb,25/06/2017,-,11,11,8,11,58,51,48,53,46
b69f55ef-270d-49a7-82e4-f06355ab1f0b,28/03/2021,17,--,12,16,18,54,52,48,48,55
e739b6b2-153c-4b76-a4f1-59f0a5972f2e,15/08/2015,16,15,13,17,13,--,54,52,--,52
20fee207-a637-4180-a4f7-543f3cdbc9e3,01/07/2015,21,19,20,20,18,62,59,59,62,-
7dfc60de-0b46-4322-9aac-a67a0a5d3c9c,30/10/2015,12,20,17,15,14,53,55,55,-,51
42d7a381-3f8c-4e31-9cbe-004e7aad177f,30/11/2020,13,16,11,8,10,-,53,47,32,41
a433cf71-c189-46ed-9c37-b6ca596ade88,03/02/2020,12,14,17,13,16,50,53,59,52,55
31bae671-b8ae-46e9-b637-daaf10a6b63f,13/01/2015,9,8,11,9,8,39,42,51,44,35
62750026-bf2d-4f1f-b8ee-7daec26039b7,21/07/2019,-,14,16,15,15,55,55,56,55,54
ef2f8a30-36c8-49a0-a4fb-d5db9b9f7fe5,27/10/2017,25,26,27,16,24,65,72,72,59,72
e683b9cf-6ca8-4c1d-b721-a3fb7b183ca7,28/12/2021,11,8,-,9,11,51,43,48,46,50
7a0c19cc-bc99-4a74-aedd-da2686d29687,25/11/2020,9,13,8,6,10,42,53,41,27,43
08e7a48a-9d7d-477a-919d-151b2e1074bc,28/08/2021,12,10,9,9,12,52,39,32,44,50
e0cb63f2-5b01-4667-94a3-1e80ccec9c42,15/09/2014,32,44,33,46,35,78,85,84,105,80
0521ec48-91e5-4e0e-a7c1-839c32933bc2,23/02/2022,8,6,7,5,9,41,33,43,28,50
872cf88c-7b30-4e83-a954-773807c5158a,18/08/2016,13,11,10,14,8,-,46,51,52,47
5d9e2126-ff0b-4a58-8574-e01d73c0f069,11/09/2016,13,11,12,14,11,55,53,52,56,53
c74d6c35-224d-4a9e-b3d2-fd0d3cae6341,23/10/2021,17,11,17,12,20,57,43,61,50,61
afaeda55-683c-4556-b262-f175e05689c8,18/08/2019,19,20,18,16,20,-,65,61,61,63
0331cf2a-d414-4a84-9ae7-e8511acaecc1,27/09/2019,26,31,31,31,30,68,74,74,74,73
58048e83-23cb-4eeb-9d0a-1bbeadb5b30e,23/09/2019,45,60,50,54,49,109,119,111,110,109
8883f704-dc15-443f-ade7-2f39dcb7b75e,18/04/2018,9,11,--,8,8,41,53,41,50,43
2dc74583-83ed-4d15-925f-6e819c5da063,30/08/2018,14,14,10,9,13,54,52,45,45,53
4a7799a2-0074-4cc7-a140-6f63e7b950e4,13/01/2018,8,6,7,3,4,26,18,22,20,17
1bb1ed0e-a18c-4954-9ca8-0d1ebfa195d1,22/09/2014,30,--,23,28,22,--,81,--,84,85
6da5d020-653a-4d02-8e0c-5309a4896a6d,11/05/2014,18,14,19,20,18,57,53,55,58,55
6ae6e2d3-3650-4727-b52d-bac5ed06f3de,24/09/2019,35,44,36,37,37,83,96,90,90,87
3183cda8-82c5-4eda-9660-12e9209969f7,29/08/2018,19,16,14,18,16,64,-,60,64,62
03346d16-fe67-4c0d-9853-d3e9e7a8d686,23/01/2021,14,10,16,15,12,53,53,54,-,54
df0e0aab-8cf3-4ac7-a967-ae3287921ab1,30/11/2015,11,--,14,13,12,52,41,42,55,48
cc9a74e8-4503-452d-8cba-080dd72aad46,04/04/2020,9,11,11,13,13,43,43,-,54,-
316dfe65-98d7-48f4-9e44-af19c4e41bfa,07/12/2021,17,11,15,10,20,48,34,51,41,53
58707945-1a63-4a3b-8024-91b4b119bd93,27/11/2017,8,6,9,5,6,37,31,--,27,33
577daab6-c307-4132-a23a-f8823faab243,08/04/2016,-,21,16,25,24,62,62,57,65,61
5a24612c-82e2-4c46-8a9d-385a448d70d4,16/02/2017,10,14,--,9,13,-,52,-,38,43
3074cbdc-230c-45ea-806f-c052f644e18d,19/07/2020,10,9,8,6,7,41,39,41,36,42
5d6c99b1-d4a5-481d-80fe-4a6c4b3b9d92,30/08/2017,14,8,9,15,9,56,43,42,54,43
a8c51bde-9d27-4fd8-b8d7-b2f970adb0fb,17/12/2021,10,6,6,4,7,42,28,34,27,40
8588c0e8-b5fe-4db9-b9e4-5333800c15bf,31/01/2018,15,--,13,15,15,57,52,53,56,56
55f35d87-6080-484c-aa1e-22743139426d,29/06/2014,10,9,10,14,12,55,51,49,54,53
68f40840-e191-4f21-a059-26ef78fb0eba,17/11/2019,13,14,16,16,16,54,56,55,53,56
f75fcad0-09f6-4706-b000-c0c39b7e06d7,05/04/2020,11,--,12,--,13,44,45,48,51,52
6da9fff3-70ae-48e9-9750-d069f04d84d1,07/09/2022,13,10,-,12,13,--,51,55,54,54
a02cee04-6628-49f1-8018-9e74f6fd11b6,05/10/2016,38,37,29,32,34,71,75,63,71,75
a1f85108-71d8-4b1b-a60d-32b418366585,06/10/2020,18,17,15,-,--,58,--,57,55,56
8d87a394-5d2f-4f33-a59a-c4a00c1a589c,30/05/2022,18,13,30,15,18,--,44,59,-,57
4c6d51f0-dc97-498d-9794-54d1dae797d9,13/02/2019,10,-,10,8,10,43,52,-,45,45
7587fe59-80cb-4464-9011-b8a11b021e8e,31/03/2022,11,11,16,10,14,52,51,52,46,53
e5c601f1-8e8d-4ceb-9987-4b798811d8fc,28/02/2015,10,11,13,11,11,40,52,53,51,51
e790cd00-bd71-409f-b51c-2524e6a04725,26/06/2016,10,-,-,8,8,46,41,36,38,35
83216d58-485e-40c2-a7c5-a318cf97937c,16/11/2020,-,13,9,-,-,33,46,37,26,40
9fa2b247-a6f6-4331-95bb-db9a5580321f,12/05/2021,15,13,10,11,14,52,50,46,43,51
fb40a0de-68d9-4922-b91f-960b1d0c03c1,23/11/2016,10,7,6,7,7,53,45,40,35,52
4292c1f1-b6a7-4118-a7f7-d8e8bb690fd3,08/03/2020,10,10,12,11,-,35,46,41,-,45
f1a48bbe-26ea-4ed7-85d5-cacf553ac761,22/08/2019,-,16,13,13,16,-,59,--,--,56
20695a89-e4b3-40e4-a13a-b87015547017,27/01/2021,9,8,--,9,8,41,35,42,35,35
f584bf84-8046-4eba-9381-080cc3c4d006,15/10/2018,16,14,14,12,17,51,55,53,42,53
95b3edfe-0e77-4c30-b7c4-776410425e06,03/01/2018,12,11,11,7,--,51,42,44,32,38
ae6765b8-f8e9-4d18-adf0-e89473c40b6e,26/01/2020,-,14,10,8,10,29,54,48,37,43
51fd229d-4365-4012-accc-b4eecb941962,13/11/2019,49,59,51,47,46,--,99,97,86,85
139216d1-2ee6-43c8-9bf4-1d679e697dee,11/11/2020,--,17,15,11,16,57,59,60,52,59
1fb8b573-c1cb-4e8e-aac1-11b46d9323a0,24/07/2014,19,14,17,20,16,55,54,55,58,54
b7ff7383-5bec-4790-bc66-23ffb3da35d2,14/09/2021,17,9,--,19,19,55,36,32,52,56
0e4f92fc-5044-45c8-a177-84b2864d87b7,19/10/2014,47,52,50,48,42,81,92,93,85,83
08f2692c-f376-41e1-89fa-efcb97f27cf1,09/05/2019,14,16,18,9,14,53,53,54,--,-
81f90a8d-ebfe-4bde-b0a3-a9ad1dd669dc,15/04/2019,12,10,8,10,9,49,41,35,41,40
